"ig_name","name","followers","following","avg_likes","avg_comments","avg_engagements","est_er"
elsaliora,𝓔𝓵𝓼𝓪 𝓕𝓲𝓫𝓮𝓪𝓷𝔂 𝓛𝓲𝓸𝓻𝓪,1173,756,39.333333333333336,2.5833333333333335,41.916666666666664,3.5734583688547885
itsmejucel,,976,1158,84.41666666666667,12.416666666666666,96.83333333333333,9.921448087431695
yor.taniasafitri,hallo i'm Mayor 🐬,964,606,35.0,2.3333333333333335,37.333333333333336,3.872752420470263
tasyanuraeni_,Tasya,982,695,238.66666666666666,27.916666666666668,266.5833333333333,27.146978954514594
fauzankins,Fauzan S,1021,572,283.2,10.8,294.0,28.795298726738494
adam_arceo,Adam,969,814,123.08333333333333,5.083333333333333,128.16666666666666,13.226694186446508
winmhmd,Muhammad Edwin,965,783,161.16666666666666,8.5,169.66666666666666,17.58203799654577
samanthaclaudia_,Samantha Luhukay,1016,978,166.33333333333334,17.416666666666668,183.75,18.085629921259844
lulludn,Lulu Durotun Nasihah,989,1274,46.416666666666664,0.4166666666666667,46.833333333333336,4.7354229861813275
putrisuryaningsih,Suryaningsih Danu Putri,992,583,74.75,3.0833333333333335,77.83333333333333,7.846102150537634
gita_nafitri,Saeppudin💑💞,1004,796,51.833333333333336,2.4166666666666665,54.25,5.403386454183267
agusbieye,Agus,1006,5042,22.583333333333332,0.25,22.833333333333332,2.269715043074884
nathanias.co,Nathania S | 宋妠田,1008,988,123.83333333333333,2.8333333333333335,126.66666666666667,12.566137566137565
psalmfrndz,Psalm Anne,993,782,65.75,2.3333333333333335,68.08333333333333,6.856327626720375
viztajc,John Christian Vista (삼중찬)  ✈️,989,740,28.5,0.6666666666666666,29.166666666666668,2.9491068419278736
susanaoktv,รคภรคภ🌼,1073,525,133.66666666666666,9.916666666666666,143.58333333333334,13.38148493320907
ellytaokt__,Ellyta Oktriyana,1008,1120,69.75,5.583333333333333,75.33333333333333,7.473544973544972
gitasamnasution,Gita 'sam' Nasution,1002,1697,15.166666666666666,1.25,16.416666666666668,1.6383898868928808
xllenlimx,Ellen Lim || Beauty Blogger,1134,1015,89.58333333333333,7.833333333333333,97.41666666666667,8.590534979423868
fnandaeffelin,Nanda Effelin,1011,984,232.41666666666666,13.25,245.66666666666666,24.299373557533794
giancarloroxas,Gian Roxas,1001,808,89.08333333333333,2.0,91.08333333333333,9.0992340992341
agamaprilo_18,Syah Agam Aprilo🇮🇩,1021,915,243.08333333333334,25.166666666666668,268.25,26.273261508325174
kithkattt,Keith Magat,1002,500,65.0,2.1666666666666665,67.16666666666667,6.703260146373919
faisal_w_irawan,faisal wahyu irawan,1015,839,80.0,3.5833333333333335,83.58333333333333,8.234811165845649
theclumsyjane,Bardjan,1004,993,64.83333333333333,3.25,68.08333333333333,6.781208499335989
dynotridi,Dyno Triandika Diputra,1033,703,100.58333333333333,9.583333333333334,110.16666666666667,10.664730558244594
farhanibon,Farhani,1016,901,70.25,5.666666666666667,75.91666666666667,7.4721128608923895
em0tionals8int,mazy ronquillo,1007,554,77.33333333333333,1.8333333333333333,79.16666666666667,7.861635220125786
dianrahme,Dian Rahmeta,1009,1100,58.0,10.416666666666666,68.41666666666667,6.780640898579452
askia.gnzls,kia,1000,4859,36.833333333333336,1.8333333333333333,38.666666666666664,3.8666666666666667
biasiko,Bia Al Adawiyah,1008,910,148.16666666666666,5.666666666666667,153.83333333333334,15.261243386243384
yu__nisha,🌸 Yunisha 🌸,1012,890,75.5,2.4166666666666665,77.91666666666667,7.699275362318842
mommy.rrieann,Cherrie Ann Gonzales,1032,839,6.166666666666667,0.3333333333333333,6.5,0.6298449612403101
ergintarigan,Ergintianus Tarigan,1012,728,264.6666666666667,4.0,268.6666666666667,26.54808959156785
dphnysiasoyco,Daphny Siasoyco,1016,685,74.16666666666667,2.75,76.91666666666667,7.570538057742783
kiritouo,Skawngur,1017,1407,162.58333333333334,5.5,168.08333333333334,16.527368076040645
ashgarcc,Ashi Garcia,1017,425,140.66666666666666,3.25,143.91666666666666,14.151098000655521
mayasafitry,Maya Safitri,1025,329,67.33333333333333,0.75,68.08333333333333,6.642276422764228
yffhe,yfhe,1018,590,167.41666666666666,15.916666666666666,183.33333333333334,18.009168303863785
stmrwhh,Siti marwah dahlan,1027,376,96.5,3.9166666666666665,100.41666666666667,9.77766958779617
scolastikakeyko,𝐒𝐜𝐨𝐥𝐚𝐬𝐭𝐢𝐤𝐚 𝐊𝐞𝐲𝐤𝐨 𝐖𝐢𝐣𝐚𝐲𝐚,1058,1238,73.0,2.5,75.5,7.136105860113422
inifebrian,Febrian,1033,546,120.33333333333333,6.833333333333333,127.16666666666667,12.310422717005483
mas.her1,Hermawan,1081,4417,15.333333333333334,0.75,16.083333333333332,1.4878199198273208
hauzhalim,Sofyan Lim,1025,633,85.16666666666667,3.9166666666666665,89.08333333333333,8.691056910569106
yaraftrz,Yara Patricstar,1032,532,132.91666666666666,3.75,136.66666666666666,13.242894056847545
alfiansyah.rahman87,vians : like 🐼🐼🐈🐈 and embul,1168,1814,56.666666666666664,2.0,58.666666666666664,5.0228310502283104
nikitaandriani,Nikita-MN SHOP,1046,1019,5.083333333333333,0.3333333333333333,5.416666666666667,0.5178457616316124
pushpindaisy,Alyanna 🌼,1065,962,109.66666666666667,10.5,120.16666666666667,11.283255086071987
ralfhalla,Ralfh Malvin Alla,1059,543,144.41666666666666,6.0,150.41666666666666,14.203651243311299
paulavidaloca,Paula Estrella,1045,1206,11.5,0.8333333333333334,12.333333333333334,1.1802232854864434
roserahayu10,R O S E,1122,635,95.91666666666667,1.75,97.66666666666667,8.704693998811647
annaelizabzth,A N N A   S T E R N  ♕,1072,703,183.0,19.5,202.5,18.88992537313433
alfhierazhie,Alfhiera Zhie,1078,299,96.58333333333333,3.6666666666666665,100.25,9.299628942486086
jomberja,Jom Nicole Berja,1053,301,41.5,0.75,42.25,4.012345679012346
mutiarajasmin,Mutiara Fadilah Jasmin,1063,948,141.25,9.416666666666666,150.66666666666666,14.173722169959236
prinskasastri,Prinska Damara Sastri,1052,577,99.25,5.5,104.75,9.95722433460076
sfajryani,sari fajryani,1052,1581,172.3,13.6,185.9,17.671102661596958
yunikatartila,Yunika UNI-QUE,1072,1206,40.666666666666664,5.0,45.666666666666664,4.259950248756219
angelinechandraa,Angeline Chandra 🦄,1068,702,158.58333333333334,13.0,171.58333333333334,16.06585518102372
retnojuliani,Retno Juliani,1118,1052,44.666666666666664,0.3333333333333333,45.0,4.025044722719142
dewintaasr,alf,1093,917,169.2,5.2,174.4,15.956084172003656
woe.lann,Wulan,1118,924,234.08333333333334,10.416666666666666,244.5,21.869409660107333
darvillaceran,Darielle Villaceran,1076,445,77.08333333333333,3.1666666666666665,80.25,7.45817843866171
idaaaff,,1088,756,241.625,5.375,247.0,22.702205882352942
rendikarezky,Rendika Rezky | Rendi,1052,1022,27.083333333333332,1.0,28.083333333333332,2.6695183776932825
mimiiicheel,Micheelliani,1064,670,247.75,12.666666666666666,260.4166666666667,24.475250626566417
little_ms_bratt,April A. Tayas 🇵🇭,1065,1231,40.666666666666664,4.333333333333333,45.0,4.225352112676056
ceppid44,Vee 🍬,1111,868,105.66666666666667,13.333333333333334,119.0,10.711071107110712
harsintadr,Jauhdimata,1076,774,94.91666666666667,3.8333333333333335,98.75,9.177509293680297
carlossimorangkir,Carlos Simorangkir,1077,95,39.75,3.3333333333333335,43.083333333333336,4.00030950170226
rj_barrales,Robert John Barrales,1075,825,185.66666666666666,7.416666666666667,193.08333333333334,17.961240310077518
patriciamaesuarez,Patricia Mae N. Suarez,1079,817,113.41666666666667,4.25,117.66666666666667,10.905159097930182
olaole22,Ola Leilani,1117,2766,53.5,3.5,57.0,5.102954341987466
mitaoctvn,Mita octaviana progestine,1108,486,160.0,3.6666666666666665,163.66666666666666,14.77135980746089
tisakharisma,Paratisa Kharismadita,1105,494,106.16666666666667,4.166666666666667,110.33333333333333,9.984917043740573
marellamatta,Abigail Marella Matta,1091,962,154.66666666666666,6.916666666666667,161.58333333333334,14.810571341277114
adjrstw,Jai,1093,469,454.5,3.0,457.5,41.857273559011894
financia,vnan,1111,672,120.5,18.083333333333332,138.58333333333334,12.473747374737474
cazelgapuz,Cazel Gapuz,1099,810,60.75,3.3333333333333335,64.08333333333333,5.831058538064907
oktavianustimoty,Octavianus Timothy,1132,2426,34.333333333333336,2.5833333333333335,36.916666666666664,3.2611896348645466
putriinsani.p,Putri Insani,1175,325,69.41666666666667,0.4166666666666667,69.83333333333333,5.9432624113475185
_ajie22,سوهادا بايو اجي هازمان فيل هاق,1095,460,158.91666666666666,1.5833333333333333,160.5,14.657534246575343
keizialaureina,,1117,801,141.58333333333334,7.25,148.83333333333334,13.324380781856163
miskeadew,Miske Agustia Dewi ♥,1085,478,397.5,7.166666666666667,404.6666666666667,37.29646697388633
jsph_rss,Joseph Ross,1095,665,25.666666666666668,0.75,26.416666666666668,2.4124809741248097
ifanasuganda17,IFANASUGANDA,1091,1017,232.0,7.583333333333333,239.58333333333334,21.959975557592422
natashahend,Natcha,1115,644,208.66666666666666,10.25,218.91666666666666,19.633781763826605
nina_nola,Nina Nola,1099,249,23.25,6.75,30.0,2.72975432211101
nadyajuliandara,nadya juliandara,1114,715,207.58333333333334,7.75,215.33333333333334,19.329742669060444
natrarahmani,Natra Rahmani Salim,1328,872,87.91666666666667,17.75,105.66666666666667,7.956827309236949
karlaniiinz,Karla Niña Mallannao,1104,513,43.916666666666664,1.3333333333333333,45.25,4.098731884057971
femmyharyanto,meh,1219,522,114.0,3.9166666666666665,117.91666666666667,9.673229423024338
asyrof_bas,Basyiruddin Asyrof,1112,912,166.16666666666666,19.833333333333332,186.0,16.72661870503597
purwati_titi,mbaktiti.com,1155,987,62.5,2.5,65.0,5.627705627705628
mikalcause,Mika A.,1141,234,56.5,3.75,60.25,5.28045574057844
anisyuniaakbar,(AYA)Anis Yunia Akbar,1168,717,52.416666666666664,5.75,58.166666666666664,4.980022831050228
ditazahara,Dita Zahara,1165,1238,53.416666666666664,4.666666666666667,58.083333333333336,4.985693848354792
berylemerald,Beryl,1131,261,61.833333333333336,0.5,62.333333333333336,5.511346890657236
laperberdua,JKT | FOOD EAT TRAVEL,1230,281,91.33333333333333,18.666666666666668,110.0,8.94308943089431
pj_habana,THEBIGBLOGGER ⚓️,1120,6700,102.33333333333333,24.916666666666668,127.25,11.361607142857142
monagatha,,1295,491,159.0,6.75,165.75,12.7992277992278
rahma_agun,Rahma Agun Aulal M,1123,893,176.58333333333334,17.416666666666668,194.0,17.275155832591274
dorisjacobus,Doris Jacobus,1163,1022,103.0,19.333333333333332,122.33333333333333,10.518773287474922
radlz,𝙍𝙖𝙘𝙝𝙚𝙡𝙡𝙚 𝘿𝙚𝙡𝙞𝙯𝙤,1133,709,54.25,28.5,82.75,7.3036187113857025
wennyalvionita,wenny alvionita,1149,2023,14.416666666666666,1.0833333333333333,15.5,1.3489991296779809
lusiasilvana,Lusia Silvana Hermawan,1126,663,159.75,8.833333333333334,168.58333333333334,14.971876850207225
w1dyalestari,Widya Ayu Lestari,1251,829,279.8333333333333,10.25,290.0833333333333,23.188116173727682
virnadharmaa,Vee,1134,990,134.16666666666666,9.083333333333334,143.25,12.632275132275133
wegawicaksono,Wega Wicaksono,1159,838,43.083333333333336,2.5,45.583333333333336,3.9329882082254817
tslstr,Tri,1133,540,202.08333333333334,13.0,215.08333333333334,18.98352456604884
sitiludia,Silu👸,1176,806,103.41666666666667,15.75,119.16666666666667,10.133219954648528
aldespejo,AL Espejo,1139,800,100.41666666666667,34.583333333333336,135.0,11.852502194907814
reaqintharad,Rea Qinthara,1143,1288,167.08333333333334,10.416666666666666,177.5,15.529308836395451
lullshey,Lullu,1155,531,77.08333333333333,10.0,87.08333333333333,7.5396825396825395
debbikartika,Debbi Kartikasari,1138,1269,41.0,2.5,43.5,3.8224956063268896
firzaasa,,1151,1140,183.91666666666666,5.5,189.41666666666666,16.456704315088327
chandrariady,Gerardus Chandra Riady,2905,934,179.25,7.666666666666667,186.91666666666666,6.434308663224325
agnsrani_,Rani.,1144,742,238.25,9.583333333333334,247.83333333333334,21.663752913752916
isoutherncross,constellations,1156,703,104.66666666666667,2.3333333333333335,107.0,9.2560553633218
gstnvr,v i r a,1164,456,99.08333333333333,5.833333333333333,104.91666666666667,9.013459335624283
akumeylisa,Meylisa Yuliastuti Sahan,1101,540,127.75,3.0833333333333335,130.83333333333334,11.88313654253709
viaawalianh,,1166,287,223.875,14.875,238.75,20.47598627787307
elyseveronika,Elyse Ilagan,1331,685,373.1666666666667,22.916666666666668,396.0833333333333,29.758327072376662
imamdiredja,Imam Djajadiredja,1220,1068,197.25,31.5,228.75,18.75
asep_suparta28,arzuna wibaha el-kraton,1171,2251,31.833333333333332,0.4166666666666667,32.25,2.754056362083689
hieya_pus,Riya,1352,83,26.833333333333332,1.75,28.583333333333332,2.114151873767258
ilman_aguz,Ilman Aguz 🌀,1182,1344,51.5,6.416666666666667,57.916666666666664,4.899887196841511
kikimelaclara,kik,1176,653,51.083333333333336,2.8333333333333335,53.916666666666664,4.584750566893424
allaboutsabph,Sab Andres|Lifestyle Blogger,1190,1041,52.5,6.5,59.0,4.957983193277311
makeupxsherren,makeupXsherren,1252,813,104.91666666666667,19.416666666666668,124.33333333333333,9.930777422790204
hermansbm,Herman Yosef Paryono,1237,933,90.41666666666667,5.25,95.66666666666667,7.733764483966586
dindamasita,Dinda Putri Masita,1221,905,137.41666666666666,5.0,142.41666666666666,11.663936663936664
shantygus,Santi Gusti Handono,1209,870,108.91666666666667,15.833333333333334,124.75,10.31844499586435
yangmalinda,Yang Malinda Komalasari,1191,635,92.25,1.1666666666666667,93.41666666666667,7.843548838511055
adelsalsabilah,Adelsa🌻,1214,789,127.25,3.1666666666666665,130.41666666666666,10.742723778143876
yogiyeye,yeye ヨギ,1198,761,98.66666666666667,5.833333333333333,104.5,8.722871452420701
dyndayy,Dayana,1291,485,180.08333333333334,7.916666666666667,188.0,14.562354763749033
jamelalala,jamela bayani,1211,291,186.0,8.5,194.5,16.061106523534267
winnyyuliana,Winny Yuliana,1203,961,75.5,2.8333333333333335,78.33333333333333,6.511499030202272
herlianarigel,R I G E L  🌈,1214,958,174.0,9.666666666666666,183.66666666666666,15.129049972542557
__joceeel,𝙹𝚘𝚌𝚎𝚕 𝙰𝚗𝚗𝚎 | 𝙴𝚜𝚝. 𝟿𝟼,1201,689,43.75,1.1666666666666667,44.916666666666664,3.7399389397724114
bangdikaaa,A N D H I K A E K A P U T R A,1211,678,144.33333333333334,8.916666666666666,153.25,12.654830718414534
tantejulit,Pradita Cyntiawati Yoga,1437,667,101.41666666666667,7.416666666666667,108.83333333333333,7.573648805381583
xfonlineshop,FIRSTHAND SUPPLIER FASHION,1010,171,0.3333333333333333,0.0,0.3333333333333333,0.033003300330033
danicajama,Danica,1218,187,124.91666666666667,5.083333333333333,130.0,10.673234811165845
glisstiputri,Glisti,1263,1223,58.5,2.5833333333333335,61.083333333333336,4.836368434943257
masyaals,Almasah Ramn,1282,781,320.5833333333333,19.333333333333332,339.9166666666667,26.514560582423297
bellaannisa19,Annisa Bella M.,1216,874,245.75,8.916666666666666,254.66666666666666,20.94298245614035
k.nockoutboy,Sèvi,1247,625,63.166666666666664,1.25,64.41666666666667,5.165731087944399
intan.dwilest,WELCOME 🎉🎉🎉,1223,957,15.166666666666666,1.0,16.166666666666668,1.3218860724993184
jovetteee,𝓙𝓸𝓿𝓮𝓽𝓽𝓮,1237,478,80.83333333333333,7.5,88.33333333333333,7.140932363244408
ellyncmla,Ellyn Nihayatil Camelia🌸,1181,119,301.6666666666667,12.444444444444445,314.1111111111111,26.597045818044972
ayuulest,Ayik👒,1233,221,128.75,2.75,131.5,10.665044606650447
ketutwpw,Ketut Wijaya,1313,999,176.83333333333334,11.0,187.83333333333334,14.305661335364306
misswacani,👸 Beauty Enthusiast 👸,1314,1281,31.666666666666668,3.6666666666666665,35.333333333333336,2.688990360223237
alhadi.lubis,Alhadi Lubis,1257,3948,18.916666666666668,1.9166666666666667,20.833333333333332,1.657385308936622
raissamrsl,Raissa Mirasol,1295,571,122.66666666666667,1.1666666666666667,123.83333333333333,9.562419562419564
yek_jaff_aljufri,Ja'far Shodiq Al-Jufri,1252,1677,28.333333333333332,1.5833333333333333,29.916666666666668,2.3895101171458997
gitatituu,Fara 👯,1271,1191,247.25,9.416666666666666,256.6666666666667,20.19407290847102
gilangmalika,Gilang,1268,440,160.91666666666666,1.3333333333333333,162.25,12.795741324921137
rajanandito1,Anton Surya,1239,6082,14.333333333333334,0.6666666666666666,15.0,1.2106537530266344
finaganwidya,WidyaGan,1248,1219,156.0,19.25,175.25,14.042467948717949
thewonderfulkind,Cieri,1259,1238,82.41666666666667,0.9166666666666666,83.33333333333333,6.619009796134499
skrandira,Sekar A. Andira,1284,505,162.75,8.5,171.25,13.337227414330219
_oyya,Siti Ruqoyyah,1252,1171,107.91666666666667,3.9166666666666665,111.83333333333333,8.932374866879659
lynmelli,✨Melli | 林美丽✨,1260,914,164.75,18.833333333333332,183.58333333333334,14.570105820105821
tiaradwitaa,Make Up Artist,1257,1444,131.33333333333334,6.25,137.58333333333334,10.94537258021745
gbrlannie,Gabriela Annie W.,1251,871,221.5,29.083333333333332,250.58333333333334,20.03064215294431
nonamakeup1920,Beauty Travel Blogger,1328,1005,33.333333333333336,6.166666666666667,39.5,2.9743975903614457
rectopaulineee_,Pauline Recto,1267,1370,110.41666666666667,2.25,112.66666666666667,8.892396737700606
imsimplymaxine,Maxine Therese 🌟,1261,3928,9.75,0.9166666666666666,10.666666666666666,0.8458895056833201
alyssatrjs,Aly 🇸🇦,1263,695,111.0,5.7,116.7,9.239904988123515
arianyupangco,Ari | ARI'S IN WONDERLAND,1260,825,39.666666666666664,3.9166666666666665,43.583333333333336,3.458994708994709
agumwicaksana,Muhammad Agum Wicaksana Tohir,1264,1919,94.66666666666667,13.25,107.91666666666667,8.537710970464135
suni,Suni😋Korean-Japanese mom,1280,472,52.75,1.1666666666666667,53.916666666666664,4.212239583333333
honeykochan,Jonalyn Muñoz,1266,1740,15.416666666666666,1.25,16.666666666666668,1.3164823591363874
bernadettemerggy,Bernadette Merggy,1275,991,81.58333333333333,5.25,86.83333333333333,6.810457516339868
eghooycastilla,Ega Bagus Permadi,1259,674,204.25,2.5,206.75,16.42176330420969
azibon_barber,zibon Barber  ⭕,1384,5204,72.0,3.9166666666666665,75.91666666666667,5.485308285163777
noelramirezc09,Akong Ramirez,1268,1212,9.0,0.75,9.75,0.7689274447949527
alestaswx,Ayu Lestari,1294,562,301.4166666666667,20.75,322.1666666666667,24.896960329726948
syasabethan93,Beauty Vlogger Jogja,1278,776,107.75,3.0833333333333335,110.83333333333333,8.672404799165362
yiziaw,yiziawisnu,1300,740,116.83333333333333,9.416666666666666,126.25,9.711538461538462
fristnc,Fris,1561,400,98.33333333333333,8.0,106.33333333333333,6.811872731155242
mragungpradopo,Agung Pradopo,1293,499,37.5,1.5,39.0,3.0162412993039442
avifahn,Pipip,1299,479,162.83333333333334,9.5,172.33333333333334,13.266615345137286
christinedinata,˗ˏˋChristineDinataˎˊ˗,1281,621,183.25,4.5,187.75,14.656518345042935
reginearly,Early Regina S. Siregar,1306,532,84.91666666666667,23.416666666666668,108.33333333333333,8.29504849412966
sean.nakar,Sean Nakar,1287,428,91.16666666666667,5.75,96.91666666666667,7.530432530432531
ailleenrose,Ailleen Rose Madlangbayan,1290,735,29.083333333333332,1.75,30.833333333333332,2.3901808785529712
joshualie_,Joshua Lie,1303,984,148.91666666666666,1.75,150.66666666666666,11.56305960603735
dianadeveraa,Diana Devera,1297,648,209.0,8.25,217.25,16.750192752505782
rewinnita,Rewinnita Maretnoningtyas,1333,836,42.166666666666664,4.25,46.416666666666664,3.4821205301325326
anianayy,Nur Fitriyani,1306,1043,71.33333333333333,10.833333333333334,82.16666666666667,6.291475242470647
siiilva.f,Daffa Yusman Suntara,1321,683,551.75,41.666666666666664,593.4166666666666,44.92177643199596
mattgador,Matthew Gador,1301,1697,115.5,4.5,120.0,9.223674096848578
xh_zyy,Fikri Aulia,1291,298,174.5,0.08333333333333333,174.58333333333334,13.52310870126517
jennyferkuncoro,Jennyfer Kuncoro,1421,719,152.08333333333334,4.0,156.08333333333334,10.984048791930565
jashalugo,Jasha Lugo,1306,607,54.833333333333336,2.75,57.583333333333336,4.40913731495661
natasha_dame,Natasha Dame,1351,4753,87.5,7.416666666666667,94.91666666666667,7.0256600049346165
fifit_hennaart,fifit fitriani,1352,1469,8.166666666666666,0.4166666666666667,8.583333333333334,0.634861932938856
white.house.affascinante,white house affascinante,1311,7362,8.916666666666666,0.25,9.166666666666666,0.6992117976099669
npupdates,NOW PLAYING,1254,126,173.33333333333334,7.833333333333333,181.16666666666666,14.447102604997344
gorgeousdawn18,Gorgeous Dawn,1314,718,25.25,1.0,26.25,1.9977168949771689
dianellanto,Diane Angela Llanto,1318,2258,27.416666666666668,2.1666666666666665,29.583333333333332,2.244562468386444
clariesapoernama,karuna🌛,1318,1282,183.0,15.75,198.75,15.079666160849772
veenation,Vania Aprilia,1478,894,157.25,21.25,178.5,12.077131258457374
lovepangvelasco,Anne Reyes,1329,331,63.416666666666664,7.916666666666667,71.33333333333333,5.367444193629295
silsicill,Sicilia Glory M Woran,1379,1353,49.166666666666664,1.6666666666666667,50.833333333333336,3.6862460720328736
eryzazamora,Eryza,1413,154,26.416666666666668,0.6666666666666666,27.083333333333332,1.9167256428402928
justyiel,Ayie ✨,1333,2834,13.0,1.0,14.0,1.0502625656414104
princessdulaca,Princess Dulaca 🌻,1380,815,56.916666666666664,3.0,59.916666666666664,4.341787439613527
nazaparamita,Nazalillah Paramita,1365,999,87.25,4.25,91.5,6.7032967032967035
sayochelsea,🇵🇭 Beauty & Lifestyle Blogger,1355,1988,39.166666666666664,7.833333333333333,47.0,3.4686346863468636
mjiddaro,Mj Iddaro,1379,772,176.5,110.58333333333333,287.0833333333333,20.818225767464345
isabelneryy,Isabel Nery,1353,758,163.83333333333334,4.5,168.33333333333334,12.44148805124415
salongameggie,Meggie,1404,1037,56.833333333333336,1.4166666666666667,58.25,4.148860398860399
albieonadventures,Albie Gimena,1384,990,67.83333333333333,2.5833333333333335,70.41666666666667,5.08790944123314
selvinamakeup_,[Beauty Blogger Medan],1405,898,71.41666666666667,15.083333333333334,86.5,6.156583629893238
okialfalasany,Oki Alfalasany,1357,346,48.166666666666664,5.666666666666667,53.833333333333336,3.967084254482928
marty91190,Renz Marty,1368,1779,49.916666666666664,1.25,51.166666666666664,3.740253411306043
hyacinthyanson,Hyacinth Yanson,1369,638,113.5,1.8333333333333333,115.33333333333333,8.424640857073289
wsru_,Wan sharif,1367,1038,114.81818181818181,5.909090909090909,120.72727272727273,8.831548846179423
reynaldimuharom,Rey,1376,805,190.5,1.5,192.0,13.953488372093023
elvinanr,ELVINA RAHARJA,1416,695,106.33333333333333,7.0,113.33333333333333,8.00376647834275
iammaka,Happy Bits & Things: iamMaka,1372,911,33.833333333333336,8.25,42.083333333333336,3.067298347910593
claralusia,Clara Lusia S. H. W.,1372,243,36.5,2.3333333333333335,38.833333333333336,2.8304178814382897
jonas_gomez05,Jonas Xycryl Gomez,1376,529,45.583333333333336,3.75,49.333333333333336,3.5852713178294575
goshcedric,Gosh,1385,881,132.33333333333334,6.0,138.33333333333334,9.987966305655839
caturludiro,Catur Ludiro,1407,739,56.666666666666664,11.0,67.66666666666667,4.8092868988391375
hilmanners,Hilman AKA Iing,1436,1824,56.25,6.666666666666667,62.916666666666664,4.381383472609099
goldssi_id,Goldssi,1372,15,159.41666666666666,2.8333333333333335,162.25,11.825801749271136
melitaemas,Meli,1405,861,197.25,7.666666666666667,204.91666666666666,14.584816132858835
smnthlylo,ame,1392,434,113.25,1.0,114.25,8.207614942528735
nidasw,ند سلم,1384,772,218.25,3.25,221.5,16.004335260115607
aprilliajoe,Beauty Vlogger Cilacap,1405,639,126.08333333333333,9.25,135.33333333333334,9.632265717674969
trishllangorin_,Trish,1400,566,248.5,22.0,270.5,19.321428571428573
vincentia_retno,Makeup By Vincentia Retno,1543,771,128.75,11.75,140.5,9.105638366817887
lykacd,Lyka Marie 🇵🇭,1407,563,67.0,5.0,72.0,5.11727078891258
laela_marlina,Laela Marlina,1431,1386,59.75,3.75,63.5,4.437456324248777
amahatik,Amah,1440,783,26.583333333333332,2.4166666666666665,29.0,2.013888888888889
nf.kusumawardani,Novia Fitri Kusumawardani,1454,947,81.08333333333333,18.333333333333332,99.41666666666667,6.837459880788628
kiki_meidina,Kiki Meidina,1406,100,72.0,6.0,78.0,5.547652916073969
hassankapierce,Pierce Santos,1414,633,95.16666666666667,1.8333333333333333,97.0,6.8599717114568595
aminulloh_14,banu,1408,898,84.5,2.4166666666666665,86.91666666666667,6.173058712121213
ambarnurul,Ambar Nurul Ansari,1485,946,98.25,6.25,104.5,7.037037037037037
lady.carina,Ⓛⓐⓓⓨ Ⓒⓐⓡⓘⓝⓐ,1421,962,16.583333333333332,0.4166666666666667,17.0,1.1963406052076002
pyxrn,pixarani noorsavitri,1456,1005,244.83333333333334,21.5,266.3333333333333,18.292124542124544
feliciaelvinaj,felicia elvina,1543,1142,184.08333333333334,9.333333333333334,193.41666666666666,12.5351047742493
cindycarellina,,1529,712,257.4166666666667,12.833333333333334,270.25,17.674950948332242
itssusy_13,ՏմՏí ɾíվɑղԵí ԹɑղյɑíԵɑղ,1454,252,31.333333333333332,1.0833333333333333,32.416666666666664,2.2294818890417236
ardizabianca,,1436,438,96.75,1.4166666666666667,98.16666666666667,6.836118848653667
ria_ariefiana,Ria ariefiana,1454,1352,48.166666666666664,22.583333333333332,70.75,4.8658872077028885
brianmarvinn,ʙʀɪᴀɴ ᴍᴀʀᴠɪɴ,1427,1289,201.75,7.0,208.75,14.628591450595655
piiziiwiizii,👯Bella Bellezhee | Blogger,1713,939,78.08333333333333,15.916666666666666,94.0,5.4874489200233505
ayumayyasya,"Ayu Mayyasya Yusuf,S.Pd",1449,769,137.5,13.25,150.75,10.403726708074535
pradnyaamelia,Pradnya Amelia,1439,838,119.5,5.083333333333333,124.58333333333333,8.657632615242065
duan22_01,Ridwan Syahputra,1431,450,859.5833333333334,0.5833333333333334,860.1666666666666,60.10948054973213
dianathemama,Diana Cuizon-Onggon,1474,1094,34.25,3.9166666666666665,38.166666666666664,2.5893260967887834
nata.hsu,Natasha Stefanie S | Blogger,1767,839,122.41666666666667,11.333333333333334,133.75,7.569326542161857
anzory_bakin,Qusni bakin anzori,1466,758,132.16666666666666,4.75,136.91666666666666,9.339472487494314
dinahrz.blog,Dina|Blogger Banjarmasin,1462,1212,25.333333333333332,1.6666666666666667,27.0,1.8467852257181943
aurelliajh20,❥ aurellia juvina,1526,744,375.4166666666667,65.08333333333333,440.5,28.86631716906946
alberttantoso,Albert Tantoso,1470,1219,56.25,1.5833333333333333,57.833333333333336,3.9342403628117917
kristlelized,Michelle Kristle Josephila,1470,1160,116.5,5.833333333333333,122.33333333333333,8.321995464852607
ijavzyou143_,𝐉𝐚𝐯𝐢𝐞𝐫 𝐁𝐮𝐬𝐜𝐚𝐭𝐨,1476,745,42.0,3.3333333333333335,45.333333333333336,3.0713640469738035
meliasuciati,Melia Suciati • Beauty Blogger,1558,986,38.0,1.5833333333333333,39.583333333333336,2.5406504065040654
claucldy,Christina Claudia,1426,316,212.0,11.916666666666666,223.91666666666666,15.702431042543244
dellalineri,Della Lineri,1473,837,68.41666666666667,2.5833333333333335,71.0,4.820095044127631
anthonystevven,Anthony Stevven - MC,1577,999,74.75,3.25,78.0,4.946100190234623
salwabalbeid,Salwa Balbeid,2027,890,257.4166666666667,8.5,265.9166666666667,13.118730471961848
